year,month,scam_type,age_group,location,report_count,total_loss,date
2022,10,investment,18-24,ACT,32,5727,2022-10-01
2021,6,identity theft,18-24,TAS,16,12401,2021-06-01
2025,12,identity theft,35-44,NT,49,45198,2025-12-01
2025,12,identity theft,55-64,QLD,22,29947,2025-12-01
2022,1,phishing,65+,ACT,44,19659,2022-01-01
2020,2,phishing,55-64,NSW,15,48366,2020-02-01
2020,4,phishing,55-64,NSW,37,7461,2020-04-01
2025,3,investment,18-24,WA,14,37430,2025-03-01
2025,9,task-based scam,35-44,SA,24,2333,2025-09-01
2024,1,phishing,25-34,QLD,1,5976,2024-01-01
2021,7,identity theft,25-34,ACT,20,12068,2021-07-01
2019,9,identity theft,45-54,WA,33,1850,2019-09-01
2020,9,phishing,55-64,QLD,27,40357,2020-09-01
2025,6,task-based scam,65+,NT,24,39697,2025-06-01
2024,12,task-based scam,18-24,VIC,4,5080,2024-12-01
2023,7,task-based scam,55-64,WA,14,1499,2023-07-01
2024,8,identity theft,45-54,TAS,16,49541,2024-08-01
2020,3,investment,45-54,VIC,30,48430,2020-03-01
2020,5,financial fraud,35-44,QLD,35,34880,2020-05-01
2024,4,phishing,55-64,NSW,14,32909,2024-04-01
2019,9,phishing,65+,ACT,31,32664,2019-09-01
2022,9,financial fraud,65+,SA,25,28560,2022-09-01
2020,4,financial fraud,45-54,NT,1,49272,2020-04-01
2024,12,identity theft,65+,WA,42,22621,2024-12-01
2025,2,identity theft,55-64,ACT,43,9758,2025-02-01
2024,1,phishing,18-24,NT,44,28776,2024-01-01
2021,3,investment,18-24,NT,23,27327,2021-03-01
2022,2,phishing,45-54,ACT,37,1587,2022-02-01
2023,5,phishing,55-64,VIC,32,3913,2023-05-01
2019,6,phishing,45-54,NSW,33,40394,2019-06-01
2023,9,identity theft,18-24,TAS,17,1460,2023-09-01
2022,4,phishing,25-34,ACT,10,228,2022-04-01
2022,4,investment,18-24,TAS,14,27420,2022-04-01
2022,4,investment,18-24,TAS,36,42902,2022-04-01
2023,1,investment,45-54,QLD,15,4111,2023-01-01
2025,3,phishing,45-54,VIC,11,21490,2025-03-01
2022,4,financial fraud,45-54,NSW,1,15415,2022-04-01
2024,1,phishing,55-64,NT,26,14114,2024-01-01
2023,5,financial fraud,25-34,SA,12,23843,2023-05-01
2022,10,phishing,45-54,VIC,19,30390,2022-10-01
2024,9,investment,18-24,ACT,37,30733,2024-09-01
2025,1,financial fraud,45-54,QLD,32,14452,2025-01-01
2021,12,investment,18-24,VIC,28,29226,2021-12-01
2025,7,phishing,18-24,QLD,18,12521,2025-07-01
2022,2,identity theft,55-64,NT,26,20407,2022-02-01
2023,10,financial fraud,45-54,SA,11,12808,2023-10-01
2020,12,phishing,55-64,TAS,34,30920,2020-12-01
2022,11,investment,45-54,NSW,5,42097,2022-11-01
2020,9,task-based scam,45-54,WA,29,46591,2020-09-01
2024,4,identity theft,45-54,ACT,43,31971,2024-04-01
2021,3,task-based scam,65+,WA,7,16070,2021-03-01
2019,12,task-based scam,25-34,WA,42,24121,2019-12-01
2025,11,identity theft,25-34,TAS,24,49678,2025-11-01
2021,7,investment,18-24,WA,3,31329,2021-07-01
2022,6,task-based scam,18-24,SA,4,35710,2022-06-01
2020,11,task-based scam,65+,VIC,18,1688,2020-11-01
2025,10,phishing,25-34,QLD,21,11069,2025-10-01
2020,8,identity theft,55-64,QLD,33,2947,2020-08-01
2023,9,financial fraud,35-44,NT,41,23928,2023-09-01
2020,12,task-based scam,25-34,WA,7,5090,2020-12-01
2023,7,phishing,25-34,VIC,44,11014,2023-07-01
2024,6,identity theft,35-44,NT,7,14497,2024-06-01
2025,12,financial fraud,65+,WA,26,28823,2025-12-01
2025,8,financial fraud,45-54,WA,5,14159,2025-08-01
2019,9,task-based scam,55-64,TAS,41,12048,2019-09-01
2022,8,investment,65+,ACT,40,37459,2022-08-01
2023,6,identity theft,65+,QLD,11,3569,2023-06-01
2019,8,phishing,25-34,SA,34,947,2019-08-01
2020,9,identity theft,18-24,ACT,29,37085,2020-09-01
2020,6,phishing,45-54,QLD,46,42138,2020-06-01
2019,6,task-based scam,25-34,VIC,15,7790,2019-06-01
2025,2,identity theft,45-54,ACT,39,30607,2025-02-01
2020,9,task-based scam,18-24,NSW,45,30108,2020-09-01
2024,8,investment,18-24,NSW,29,7750,2024-08-01
2024,5,phishing,65+,TAS,17,30745,2024-05-01
2019,10,investment,45-54,NSW,15,10801,2019-10-01
2023,3,phishing,35-44,VIC,43,585,2023-03-01
2023,9,investment,35-44,NT,16,24098,2023-09-01
2019,11,identity theft,45-54,NSW,34,28317,2019-11-01
2023,10,phishing,45-54,TAS,31,25062,2023-10-01
2025,7,task-based scam,45-54,WA,18,31317,2025-07-01
2025,9,phishing,35-44,SA,33,7835,2025-09-01
2023,7,financial fraud,25-34,ACT,34,28488,2023-07-01
2024,12,phishing,45-54,VIC,47,11014,2024-12-01
2023,8,phishing,18-24,WA,46,17494,2023-08-01
2025,10,financial fraud,25-34,TAS,18,15987,2025-10-01
2021,5,investment,25-34,ACT,13,6629,2021-05-01
2022,10,investment,65+,ACT,28,32197,2022-10-01
2020,10,phishing,18-24,QLD,30,8925,2020-10-01
2021,6,investment,35-44,TAS,5,25881,2021-06-01
2023,12,financial fraud,25-34,VIC,49,33261,2023-12-01
2024,8,task-based scam,65+,TAS,12,28218,2024-08-01
2019,7,investment,18-24,TAS,20,11589,2019-07-01
2023,1,phishing,55-64,NSW,24,32693,2023-01-01
2024,10,task-based scam,25-34,NT,43,8993,2024-10-01
2022,4,task-based scam,55-64,QLD,13,9220,2022-04-01
2023,8,task-based scam,55-64,NSW,23,21804,2023-08-01
2025,11,phishing,18-24,QLD,3,3482,2025-11-01
2019,9,task-based scam,25-34,SA,42,31660,2019-09-01
2024,6,financial fraud,35-44,TAS,44,19203,2024-06-01
2024,11,task-based scam,35-44,NT,31,27527,2024-11-01
2024,4,financial fraud,65+,WA,26,48576,2024-04-01
2022,2,phishing,25-34,TAS,36,27521,2022-02-01
2023,12,phishing,45-54,NSW,17,49432,2023-12-01
2022,9,phishing,65+,QLD,13,27751,2022-09-01
2020,1,task-based scam,25-34,WA,31,22665,2020-01-01
2020,5,investment,25-34,SA,34,3785,2020-05-01
2023,8,investment,25-34,ACT,28,3672,2023-08-01
2025,4,task-based scam,55-64,NSW,37,34766,2025-04-01
2022,1,identity theft,25-34,ACT,25,28926,2022-01-01
2019,4,identity theft,55-64,NSW,20,33286,2019-04-01
2024,5,financial fraud,25-34,QLD,25,4482,2024-05-01
2024,5,investment,25-34,SA,34,6964,2024-05-01
2023,12,task-based scam,18-24,QLD,29,42906,2023-12-01
2025,1,phishing,45-54,WA,17,21916,2025-01-01
2020,2,investment,65+,QLD,4,2858,2020-02-01
2020,6,task-based scam,45-54,QLD,16,14420,2020-06-01
2024,10,identity theft,18-24,NT,22,20955,2024-10-01
2023,5,identity theft,65+,TAS,15,6415,2023-05-01
2022,9,identity theft,35-44,QLD,19,15441,2022-09-01
2020,7,financial fraud,35-44,SA,33,1295,2020-07-01
2022,5,task-based scam,55-64,NT,36,42735,2022-05-01
2025,12,task-based scam,55-64,QLD,14,6865,2025-12-01
2020,12,phishing,18-24,QLD,49,32674,2020-12-01
2020,9,task-based scam,55-64,TAS,29,29813,2020-09-01
2021,1,phishing,65+,WA,13,5188,2021-01-01
2020,3,identity theft,45-54,WA,28,49739,2020-03-01
2019,2,investment,35-44,VIC,6,4596,2019-02-01
2023,12,identity theft,45-54,VIC,8,21638,2023-12-01
2023,7,task-based scam,35-44,ACT,35,48686,2023-07-01
2022,9,phishing,25-34,VIC,13,16971,2022-09-01
2025,12,identity theft,25-34,ACT,22,44333,2025-12-01
2020,2,task-based scam,55-64,QLD,18,44081,2020-02-01
2019,12,task-based scam,25-34,WA,15,16497,2019-12-01
2022,6,phishing,45-54,SA,1,42215,2022-06-01
2021,2,financial fraud,55-64,VIC,34,18113,2021-02-01
2022,3,investment,55-64,TAS,37,42726,2022-03-01
2022,1,financial fraud,35-44,WA,7,2104,2022-01-01
2020,6,identity theft,18-24,NSW,40,6752,2020-06-01
2021,2,financial fraud,18-24,SA,39,36028,2021-02-01
2022,3,phishing,55-64,NT,48,4081,2022-03-01
2019,6,investment,55-64,VIC,46,16951,2019-06-01
2019,6,financial fraud,25-34,WA,21,29893,2019-06-01
2023,4,financial fraud,65+,SA,14,33875,2023-04-01
2021,1,investment,55-64,NT,4,47286,2021-01-01
2021,7,identity theft,25-34,NT,29,3800,2021-07-01
2023,2,phishing,45-54,TAS,9,46902,2023-02-01
2022,6,investment,35-44,SA,4,10152,2022-06-01
2021,7,identity theft,25-34,QLD,2,10353,2021-07-01
2019,2,investment,35-44,ACT,13,25844,2019-02-01
2019,6,phishing,45-54,WA,6,26122,2019-06-01
2020,1,phishing,35-44,ACT,18,7172,2020-01-01
2021,6,financial fraud,65+,SA,41,20821,2021-06-01
2022,8,financial fraud,65+,QLD,8,28138,2022-08-01
2023,8,task-based scam,25-34,NSW,43,18870,2023-08-01
2023,7,task-based scam,18-24,WA,35,31097,2023-07-01
2022,4,financial fraud,55-64,VIC,48,7452,2022-04-01
2025,4,phishing,35-44,NSW,41,4965,2025-04-01
2024,5,identity theft,25-34,QLD,30,26119,2024-05-01
2020,8,financial fraud,18-24,ACT,37,26679,2020-08-01
2023,4,task-based scam,45-54,ACT,27,27005,2023-04-01
2021,9,phishing,25-34,WA,46,18302,2021-09-01
2020,3,investment,55-64,WA,40,17625,2020-03-01
2021,9,financial fraud,65+,WA,11,8731,2021-09-01
2025,2,financial fraud,18-24,NSW,2,33165,2025-02-01
2019,6,identity theft,25-34,QLD,7,39927,2019-06-01
2020,5,phishing,25-34,NT,20,18459,2020-05-01
2023,5,identity theft,55-64,NSW,37,40337,2023-05-01
2020,11,investment,55-64,WA,42,42923,2020-11-01
2020,6,phishing,65+,QLD,26,28289,2020-06-01
2020,10,identity theft,55-64,NT,26,8822,2020-10-01
2024,7,investment,35-44,NSW,34,16252,2024-07-01
2020,4,investment,65+,SA,4,25813,2020-04-01
2021,4,financial fraud,18-24,WA,45,45103,2021-04-01
2019,12,phishing,18-24,WA,34,31821,2019-12-01
2025,9,investment,35-44,SA,2,25082,2025-09-01
2022,4,identity theft,25-34,SA,28,29412,2022-04-01
2020,8,phishing,65+,ACT,25,806,2020-08-01
2023,10,investment,45-54,NSW,49,159,2023-10-01
2020,1,financial fraud,55-64,ACT,34,39418,2020-01-01
2023,4,task-based scam,25-34,ACT,24,36241,2023-04-01
2021,2,task-based scam,18-24,QLD,11,7142,2021-02-01
2023,11,task-based scam,18-24,TAS,35,47609,2023-11-01
2022,10,investment,45-54,TAS,26,28157,2022-10-01
2019,5,investment,65+,QLD,35,19246,2019-05-01
2023,2,identity theft,35-44,TAS,34,32861,2023-02-01
2023,7,task-based scam,18-24,QLD,37,19660,2023-07-01
2019,10,task-based scam,25-34,SA,26,10275,2019-10-01
2022,7,phishing,45-54,TAS,42,44101,2022-07-01
2020,9,phishing,45-54,NT,24,38006,2020-09-01
2023,4,investment,65+,SA,26,18204,2023-04-01
2019,5,investment,55-64,VIC,40,31882,2019-05-01
2021,3,financial fraud,65+,WA,30,19510,2021-03-01
2019,7,task-based scam,18-24,VIC,24,30489,2019-07-01
2021,5,task-based scam,55-64,NT,24,25675,2021-05-01
2022,9,investment,65+,ACT,37,4434,2022-09-01
2020,12,identity theft,55-64,QLD,21,28787,2020-12-01
2019,7,phishing,25-34,VIC,30,18163,2019-07-01
2025,4,task-based scam,18-24,ACT,30,36202,2025-04-01
2025,7,identity theft,25-34,TAS,22,17736,2025-07-01
2024,1,phishing,18-24,NSW,8,33864,2024-01-01
2023,2,financial fraud,55-64,QLD,48,37039,2023-02-01
2022,3,investment,25-34,ACT,38,17465,2022-03-01
2019,5,identity theft,35-44,NT,1,11316,2019-05-01
2025,12,phishing,45-54,ACT,43,15841,2025-12-01
2023,5,investment,45-54,TAS,40,47425,2023-05-01
2025,7,investment,35-44,NSW,45,36511,2025-07-01
2019,9,task-based scam,35-44,ACT,2,2508,2019-09-01
2021,10,phishing,35-44,VIC,47,41984,2021-10-01
2019,9,investment,25-34,NT,42,43150,2019-09-01
2024,6,task-based scam,18-24,NT,44,15462,2024-06-01
2019,7,investment,35-44,NT,45,6652,2019-07-01
2019,12,phishing,35-44,TAS,5,43094,2019-12-01
2024,8,investment,45-54,QLD,42,32434,2024-08-01
2022,4,financial fraud,65+,NT,39,49685,2022-04-01
2019,7,financial fraud,35-44,NSW,5,39907,2019-07-01
2024,6,financial fraud,65+,WA,14,20979,2024-06-01
2023,8,financial fraud,35-44,WA,19,14618,2023-08-01
2021,1,identity theft,45-54,VIC,2,29556,2021-01-01
2021,5,investment,35-44,ACT,37,34230,2021-05-01
2019,12,investment,25-34,ACT,8,14224,2019-12-01
2022,3,investment,18-24,ACT,23,15486,2022-03-01
2022,9,investment,25-34,NT,45,13185,2022-09-01
2023,9,task-based scam,45-54,VIC,40,40314,2023-09-01
2019,3,identity theft,35-44,NSW,37,9666,2019-03-01
2021,10,investment,55-64,WA,13,25936,2021-10-01
2022,12,task-based scam,45-54,ACT,6,25323,2022-12-01
2019,2,identity theft,55-64,QLD,23,37319,2019-02-01
2025,5,task-based scam,25-34,VIC,15,39482,2025-05-01
2022,4,financial fraud,35-44,NSW,11,28770,2022-04-01
2024,7,financial fraud,45-54,TAS,26,1328,2024-07-01
2025,12,task-based scam,35-44,NSW,18,43935,2025-12-01
2022,8,investment,65+,QLD,2,40789,2022-08-01
2021,4,identity theft,65+,NSW,43,18885,2021-04-01
2020,3,phishing,45-54,TAS,28,40573,2020-03-01
2025,9,task-based scam,18-24,NSW,31,47946,2025-09-01
2023,8,task-based scam,55-64,NSW,41,2621,2023-08-01
2023,11,task-based scam,65+,SA,41,7821,2023-11-01
2021,11,investment,18-24,VIC,45,9768,2021-11-01
2022,7,task-based scam,45-54,TAS,3,46427,2022-07-01
2019,11,phishing,18-24,SA,28,28812,2019-11-01
2022,8,financial fraud,25-34,QLD,6,14373,2022-08-01
2021,8,financial fraud,45-54,NT,9,38618,2021-08-01
2023,10,identity theft,18-24,VIC,3,4158,2023-10-01
2022,8,identity theft,35-44,TAS,5,7442,2022-08-01
2023,11,financial fraud,35-44,WA,47,17713,2023-11-01
2025,1,phishing,45-54,WA,25,49080,2025-01-01
2019,4,phishing,35-44,SA,47,36782,2019-04-01
2025,10,investment,65+,WA,37,26178,2025-10-01
2023,7,financial fraud,18-24,QLD,37,46260,2023-07-01
2023,6,financial fraud,35-44,ACT,9,28846,2023-06-01
2020,3,identity theft,65+,NSW,5,11701,2020-03-01
2020,3,investment,25-34,TAS,36,22856,2020-03-01
2025,12,financial fraud,25-34,QLD,36,42342,2025-12-01
2024,4,identity theft,18-24,NSW,3,49970,2024-04-01
2025,10,identity theft,25-34,NT,2,27811,2025-10-01
2020,6,identity theft,65+,WA,33,18191,2020-06-01
2023,1,identity theft,18-24,ACT,18,6747,2023-01-01
2021,10,phishing,18-24,WA,10,12372,2021-10-01
2025,4,task-based scam,45-54,QLD,2,31729,2025-04-01
2023,9,identity theft,45-54,WA,4,19636,2023-09-01
2021,7,phishing,18-24,ACT,39,12413,2021-07-01
2021,11,task-based scam,55-64,TAS,3,4519,2021-11-01
2020,6,phishing,25-34,ACT,10,10777,2020-06-01
2025,11,task-based scam,65+,NT,9,18785,2025-11-01
2022,5,phishing,55-64,TAS,35,37057,2022-05-01
2019,12,investment,55-64,TAS,12,444,2019-12-01
2020,2,phishing,18-24,QLD,29,38558,2020-02-01
2020,2,investment,18-24,NSW,4,23510,2020-02-01
2022,6,task-based scam,55-64,WA,5,31433,2022-06-01
2019,9,financial fraud,25-34,WA,15,32209,2019-09-01
2023,12,financial fraud,35-44,NSW,6,12089,2023-12-01
2024,9,identity theft,55-64,VIC,25,6427,2024-09-01
2025,1,task-based scam,35-44,ACT,21,34815,2025-01-01
2024,7,phishing,18-24,TAS,7,22017,2024-07-01
2023,7,identity theft,45-54,ACT,42,22404,2023-07-01
2020,10,phishing,25-34,VIC,23,17560,2020-10-01
2019,2,financial fraud,18-24,SA,29,5829,2019-02-01
2020,12,identity theft,55-64,ACT,33,1305,2020-12-01
2021,10,task-based scam,55-64,NT,45,33220,2021-10-01
2020,4,task-based scam,55-64,SA,41,13073,2020-04-01
2020,8,identity theft,45-54,SA,48,1624,2020-08-01
2023,6,identity theft,45-54,TAS,43,31059,2023-06-01
2023,11,phishing,55-64,ACT,30,26358,2023-11-01
2023,7,phishing,35-44,NSW,31,9348,2023-07-01
2024,10,task-based scam,25-34,TAS,6,8668,2024-10-01
2021,11,task-based scam,18-24,NT,47,26883,2021-11-01
2023,11,identity theft,25-34,VIC,34,38444,2023-11-01
2019,6,investment,55-64,SA,30,16466,2019-06-01
2024,9,identity theft,65+,VIC,9,27548,2024-09-01
2022,11,identity theft,55-64,TAS,13,49790,2022-11-01
2019,12,financial fraud,35-44,ACT,24,28650,2019-12-01
2025,10,identity theft,25-34,TAS,2,19149,2025-10-01
2025,10,financial fraud,55-64,ACT,25,4895,2025-10-01
2019,9,phishing,55-64,TAS,49,41310,2019-09-01
2023,6,investment,25-34,QLD,3,9825,2023-06-01
2022,6,identity theft,35-44,NT,28,6583,2022-06-01
2022,9,phishing,45-54,QLD,10,20385,2022-09-01
2024,10,identity theft,18-24,NSW,42,12259,2024-10-01
2022,9,identity theft,65+,NSW,32,22260,2022-09-01
2025,3,phishing,25-34,VIC,49,31187,2025-03-01
2021,7,identity theft,25-34,NSW,21,227,2021-07-01
2023,3,investment,18-24,NT,21,47614,2023-03-01
2022,4,identity theft,35-44,NT,5,7356,2022-04-01
2024,9,financial fraud,18-24,VIC,5,32081,2024-09-01
2025,10,phishing,45-54,SA,17,19772,2025-10-01
2021,8,financial fraud,65+,NT,6,21632,2021-08-01
2020,6,investment,18-24,QLD,36,15336,2020-06-01
2020,6,identity theft,35-44,QLD,9,44651,2020-06-01
2021,8,phishing,25-34,NSW,21,44244,2021-08-01
2025,2,phishing,25-34,NT,25,16324,2025-02-01
2024,5,financial fraud,45-54,VIC,43,37577,2024-05-01
2021,7,investment,25-34,QLD,20,33478,2021-07-01
2023,12,financial fraud,25-34,VIC,3,10662,2023-12-01
2023,3,task-based scam,65+,NSW,22,39898,2023-03-01
2020,8,investment,18-24,TAS,40,24960,2020-08-01
2022,3,identity theft,65+,VIC,13,30859,2022-03-01
2024,4,task-based scam,45-54,SA,8,47738,2024-04-01
2020,10,financial fraud,25-34,ACT,16,16349,2020-10-01
2022,10,financial fraud,55-64,ACT,13,20776,2022-10-01
2022,6,investment,65+,SA,45,46451,2022-06-01
2023,6,investment,18-24,WA,43,5276,2023-06-01
2025,2,financial fraud,25-34,WA,24,36202,2025-02-01
2019,2,phishing,55-64,ACT,9,14830,2019-02-01
2025,3,identity theft,55-64,WA,15,31291,2025-03-01
2019,3,investment,55-64,ACT,38,18021,2019-03-01
2021,4,phishing,35-44,ACT,38,40135,2021-04-01
2023,4,financial fraud,65+,NSW,1,19156,2023-04-01
2022,4,financial fraud,45-54,TAS,35,24382,2022-04-01
2024,10,phishing,25-34,QLD,16,38189,2024-10-01
2019,10,financial fraud,45-54,NT,48,33476,2019-10-01
2025,11,identity theft,25-34,NSW,14,1932,2025-11-01
2022,3,phishing,45-54,ACT,37,25281,2022-03-01
2019,1,identity theft,55-64,VIC,46,43346,2019-01-01
2019,9,investment,45-54,SA,22,25684,2019-09-01
2019,2,task-based scam,35-44,SA,7,5639,2019-02-01
2024,3,identity theft,35-44,WA,26,6002,2024-03-01
2023,2,task-based scam,35-44,TAS,38,2367,2023-02-01
2024,6,financial fraud,25-34,TAS,8,37871,2024-06-01
2020,6,identity theft,65+,WA,32,49072,2020-06-01
2022,1,identity theft,35-44,QLD,1,13604,2022-01-01
2023,4,financial fraud,65+,QLD,47,11990,2023-04-01
2023,10,identity theft,18-24,NSW,41,26162,2023-10-01
2023,5,financial fraud,45-54,QLD,19,35392,2023-05-01
2025,12,investment,18-24,WA,33,41649,2025-12-01
2023,6,phishing,25-34,TAS,11,7700,2023-06-01
2024,5,identity theft,18-24,QLD,48,15121,2024-05-01
2023,3,investment,35-44,ACT,20,33994,2023-03-01
2021,3,phishing,35-44,NT,5,49555,2021-03-01
2022,3,identity theft,35-44,TAS,43,15050,2022-03-01
2023,6,investment,35-44,NSW,13,28697,2023-06-01
2022,4,identity theft,25-34,ACT,49,10912,2022-04-01
2021,4,phishing,35-44,WA,22,29055,2021-04-01
2021,3,identity theft,25-34,NSW,29,35011,2021-03-01
2022,4,financial fraud,55-64,NT,19,5964,2022-04-01
2019,8,investment,18-24,WA,6,38441,2019-08-01
2020,3,identity theft,18-24,ACT,28,21317,2020-03-01
2025,10,financial fraud,65+,WA,8,3753,2025-10-01
2019,3,phishing,35-44,WA,22,45560,2019-03-01
2019,6,phishing,25-34,VIC,9,822,2019-06-01
2024,1,financial fraud,55-64,TAS,35,39855,2024-01-01
2025,10,phishing,65+,VIC,6,2933,2025-10-01
2025,6,financial fraud,45-54,ACT,44,21045,2025-06-01
2019,11,phishing,35-44,NT,22,28310,2019-11-01
2023,9,task-based scam,18-24,VIC,10,32819,2023-09-01
2024,3,task-based scam,55-64,QLD,7,6936,2024-03-01
2024,2,identity theft,25-34,TAS,12,36062,2024-02-01
2021,3,phishing,25-34,NT,28,22139,2021-03-01
2025,12,task-based scam,45-54,QLD,23,21746,2025-12-01
2019,3,financial fraud,35-44,NT,37,35449,2019-03-01
2021,2,phishing,55-64,ACT,38,7926,2021-02-01
2022,11,investment,55-64,ACT,14,45426,2022-11-01
2020,4,financial fraud,18-24,QLD,25,46637,2020-04-01
2024,8,task-based scam,35-44,SA,25,2874,2024-08-01
2022,7,task-based scam,55-64,SA,34,27450,2022-07-01
2022,10,task-based scam,65+,QLD,40,46985,2022-10-01
2023,9,identity theft,65+,WA,24,17098,2023-09-01
2020,8,identity theft,35-44,ACT,3,4948,2020-08-01
2022,7,investment,18-24,ACT,19,2273,2022-07-01
2022,6,investment,35-44,ACT,29,13094,2022-06-01
2020,3,financial fraud,18-24,WA,16,8477,2020-03-01
2020,10,investment,35-44,NSW,11,34459,2020-10-01
2022,4,financial fraud,65+,TAS,15,38942,2022-04-01
2020,8,phishing,25-34,SA,28,19958,2020-08-01
2022,12,identity theft,35-44,NT,10,45327,2022-12-01
2022,2,task-based scam,35-44,ACT,32,22541,2022-02-01
2023,12,financial fraud,55-64,NT,40,16098,2023-12-01
2019,6,investment,65+,NSW,9,14831,2019-06-01
2022,1,phishing,65+,VIC,27,7606,2022-01-01
2021,7,investment,65+,SA,12,23791,2021-07-01
2024,4,task-based scam,25-34,WA,25,2351,2024-04-01
2025,12,phishing,18-24,NSW,41,45275,2025-12-01
2019,1,investment,18-24,WA,45,24502,2019-01-01
2019,5,financial fraud,45-54,TAS,49,6822,2019-05-01
2019,5,investment,65+,VIC,40,23334,2019-05-01
2023,6,identity theft,65+,ACT,5,3857,2023-06-01
2022,12,identity theft,45-54,QLD,17,17502,2022-12-01
2023,8,phishing,18-24,ACT,46,9471,2023-08-01
2022,4,identity theft,65+,QLD,38,6548,2022-04-01
2023,12,investment,25-34,SA,26,40356,2023-12-01
2023,7,task-based scam,18-24,VIC,26,34485,2023-07-01
2024,11,identity theft,65+,SA,40,16410,2024-11-01
2021,4,financial fraud,35-44,QLD,31,30531,2021-04-01
2023,2,investment,65+,SA,23,23405,2023-02-01
2024,8,identity theft,45-54,QLD,21,26261,2024-08-01
2020,5,phishing,45-54,NSW,39,1966,2020-05-01
2021,10,task-based scam,65+,VIC,3,32759,2021-10-01
2023,4,task-based scam,35-44,SA,39,1803,2023-04-01
2025,12,task-based scam,65+,NSW,44,12203,2025-12-01
2019,2,task-based scam,45-54,NT,37,44869,2019-02-01
2020,7,financial fraud,65+,NT,1,33775,2020-07-01
2020,5,identity theft,55-64,VIC,29,19304,2020-05-01
2024,9,task-based scam,65+,QLD,49,40349,2024-09-01
2020,7,financial fraud,25-34,NSW,6,26842,2020-07-01
2021,9,financial fraud,35-44,QLD,45,49153,2021-09-01
2023,12,task-based scam,35-44,ACT,33,32349,2023-12-01
2023,10,task-based scam,25-34,WA,12,18546,2023-10-01
2025,10,financial fraud,18-24,QLD,31,14324,2025-10-01
2019,5,financial fraud,65+,SA,34,38864,2019-05-01
2024,11,phishing,18-24,SA,5,8255,2024-11-01
2019,6,financial fraud,45-54,NT,14,48703,2019-06-01
2020,8,phishing,45-54,NT,35,26652,2020-08-01
2025,10,investment,45-54,SA,12,41481,2025-10-01
2019,6,investment,45-54,SA,36,34759,2019-06-01
2021,11,phishing,35-44,NSW,40,34835,2021-11-01
2023,4,investment,55-64,QLD,11,34187,2023-04-01
2020,2,financial fraud,55-64,TAS,11,38727,2020-02-01
2025,6,financial fraud,18-24,TAS,28,19422,2025-06-01
2019,12,task-based scam,18-24,WA,43,42930,2019-12-01
2024,9,identity theft,55-64,ACT,48,42307,2024-09-01
2021,8,task-based scam,18-24,NSW,35,30734,2021-08-01
2021,3,task-based scam,55-64,VIC,44,7545,2021-03-01
